工步时间,电压(V),容量(Ah),能量(Wh),系统记录时间,最大单体温度(℃)
0:05:49.000,3.271,15.22101,50.289577,2025/09/26 19:50:17,32.4
0:05:50.000,3.2712,15.264665,50.432362,2025/09/26 19:50:18,32.4
0:05:51.000,3.2711,15.308276,50.575008,2025/09/26 19:50:19,32.4
0:05:52.000,3.271,15.351931,50.717785,2025/09/26 19:50:20,32.4
0:05:53.000,3.2711,15.395453,50.860126,2025/09/26 19:50:21,32.4
0:05:54.000,3.2709,15.439108,51.002895,2025/09/26 19:50:22,32.4
0:05:55.000,3.2711,15.482676,51.145374,2025/09/26 19:50:23,32.4
0:05:56.000,3.271,15.52633,51.288128,2025/09/26 19:50:24,32.3
0:05:57.000,3.2708,15.569941,51.43074,2025/09/26 19:50:25,32.3
0:05:58.000,3.2709,15.613334,51.572636,2025/09/26 19:50:26,32.3
0:05:59.000,3.2709,15.657163,51.715958,2025/09/26 19:50:27,32.3
0:06:00.000,3.2707,15.700773,51.858566,2025/09/26 19:50:28,32.3
0:06:01.000,3.2708,15.743687,51.99889,2025/09/26 19:50:29,32.3
0:06:02.000,3.2707,15.787951,52.143639,2025/09/26 19:50:30,32.3
0:06:03.000,3.2707,15.831518,52.286102,2025/09/26 19:50:31,32.3
0:06:04.000,3.2707,15.875216,52.428997,2025/09/26 19:50:32,32.3
0:06:05.000,3.2707,15.918827,52.571602,2025/09/26 19:50:33,32.3
0:06:06.000,3.2707,15.962439,52.714211,2025/09/26 19:50:34,32.3
0:06:07.000,3.2706,16.006048,52.856819,2025/09/26 19:50:35,32.3
0:06:08.000,3.2707,16.049616,52.999283,2025/09/26 19:50:36,32.3
0:06:09.000,3.2706,16.093052,53.141319,2025/09/26 19:50:37,32.3
0:06:10.000,3.2706,16.136839,53.284496,2025/09/26 19:50:38,32.3
0:06:11.000,3.2706,16.180492,53.427246,2025/09/26 19:50:39,32.3
0:06:12.000,3.2704,16.223885,53.569141,2025/09/26 19:50:40,32.3
0:06:13.000,3.2705,16.267714,53.712463,2025/09/26 19:50:41,32.3
0:06:14.000,3.2704,16.311281,53.854927,2025/09/26 19:50:42,32.3
0:06:15.000,3.2704,16.354239,53.995396,2025/09/26 19:50:43,32.3
0:06:16.000,3.2704,16.398546,54.140285,2025/09/26 19:50:44,32.3
0:06:17.000,3.2704,16.442158,54.28289,2025/09/26 19:50:45,32.3
0:06:18.000,3.2704,16.485767,54.425499,2025/09/26 19:50:46,32.3
0:06:19.000,3.2704,16.529379,54.568108,2025/09/26 19:50:47,32.3
0:06:20.000,3.2703,16.572947,54.710571,2025/09/26 19:50:48,32.3
0:06:21.000,3.2704,16.6166,54.853321,2025/09/26 19:50:49,32.3
0:06:22.000,3.2704,16.660212,54.99593,2025/09/26 19:50:50,32.3
0:06:23.000,3.2703,16.703779,55.138393,2025/09/26 19:50:51,32.3
0:06:24.000,3.2702,16.747433,55.281143,2025/09/26 19:50:52,32.3
0:06:25.000,3.2704,16.791,55.423611,2025/09/26 19:50:53,32.3
0:06:26.000,3.2702,16.834656,55.56636,2025/09/26 19:50:54,32.3
0:06:27.000,3.2705,16.878222,55.708824,2025/09/26 19:50:55,32.3
0:06:28.000,3.2701,16.920786,55.848007,2025/09/26 19:50:56,32.3
0:06:29.000,3.2701,16.965445,55.994038,2025/09/26 19:50:57,32.3
0:06:30.000,3.2702,17.009054,56.136639,2025/09/26 19:50:58,32.3
0:06:31.000,3.2701,17.05271,56.279385,2025/09/26 19:50:59,32.3
0:06:32.000,3.2703,17.096319,56.421986,2025/09/26 19:51:00,32.3
0:06:33.000,3.2702,17.139931,56.564594,2025/09/26 19:51:01,32.3
0:06:34.000,3.27,17.183455,56.706913,2025/09/26 19:51:02,32.3
0:06:35.000,3.2702,17.227152,56.849785,2025/09/26 19:51:03,32.3
0:06:36.000,3.2702,17.270763,56.992378,2025/09/26 19:51:04,32.3
0:06:37.000,3.2699,17.314287,57.134697,2025/09/26 19:51:05,32.3
0:06:38.000,3.2702,17.357941,57.277428,2025/09/26 19:51:06,32.3
0:06:39.000,3.2699,17.401508,57.419872,2025/09/26 19:51:07,32.3
0:06:40.000,3.27,17.445208,57.56274,2025/09/26 19:51:08,32.3
0:06:41.000,3.27,17.488817,57.705315,2025/09/26 19:51:09,32.3
0:06:42.000,3.2699,17.532429,57.8479,2025/09/26 19:51:10,32.3
0:06:43.000,3.27,17.576038,57.990479,2025/09/26 19:51:11,32.3
0:06:44.000,3.2697,17.619518,58.132626,2025/09/26 19:51:12,32.3
0:06:45.000,3.27,17.663261,58.27562,2025/09/26 19:51:13,32.3
0:06:46.000,3.2699,17.706871,58.418186,2025/09/26 19:51:14,32.3
0:06:47.000,3.2697,17.750439,58.560612,2025/09/26 19:51:15,32.3
0:06:48.000,3.2699,17.794094,58.703316,2025/09/26 19:51:16,32.3
0:06:49.000,3.2698,17.837704,58.845882,2025/09/26 19:51:17,32.3
0:06:50.000,3.2699,17.881315,58.988449,2025/09/26 19:51:18,32.3
0:06:51.000,3.2699,17.924883,59.130871,2025/09/26 19:51:19,32.3
0:06:52.000,3.2699,17.968275,59.272724,2025/09/26 19:51:20,32.3
0:06:53.000,3.2698,18.012104,59.416,2025/09/26 19:51:21,32.3
0:06:54.000,3.2698,18.055716,59.558563,2025/09/26 19:51:22,32.3
0:06:55.000,3.2697,18.100504,59.704975,2025/09/26 19:51:23,32.3
0:06:56.000,3.2698,18.143852,59.846684,2025/09/26 19:51:24,32.3
0:06:57.000,3.2697,18.187464,59.989246,2025/09/26 19:51:25,32.3
0:06:58.000,3.2698,18.23103,60.131668,2025/09/26 19:51:26,32.3
0:06:59.000,3.2697,18.274685,60.274376,2025/09/26 19:51:27,32.3
0:07:00.000,3.2697,18.318033,60.416084,2025/09/26 19:51:28,32.3
0:07:01.000,3.2697,18.361906,60.559502,2025/09/26 19:51:29,32.3
0:07:02.000,3.2696,18.405518,60.702068,2025/09/26 19:51:30,32.3
0:07:03.000,3.2696,18.449085,60.84449,2025/09/26 19:51:31,32.3
0:07:04.000,3.2698,18.492695,60.987053,2025/09/26 19:51:32,32.3
0:07:05.000,3.2697,18.53635,61.129757,2025/09/26 19:51:33,32.3
0:07:06.000,3.2695,18.578871,61.268757,2025/09/26 19:51:34,32.3
0:07:07.000,3.2695,18.623571,61.414886,2025/09/26 19:51:35,32.2
0:07:08.000,3.2696,18.667139,61.557308,2025/09/26 19:51:36,32.2
0:07:09.000,3.2694,18.710749,61.699871,2025/09/26 19:51:37,32.2
0:07:10.000,3.2698,18.754404,61.842579,2025/09/26 19:51:38,32.2
0:07:11.000,3.2696,18.797928,61.984856,2025/09/26 19:51:39,32.2
0:07:12.000,3.2696,18.841625,62.127705,2025/09/26 19:51:40,32.2
0:07:13.000,3.2695,18.885237,62.270267,2025/09/26 19:51:41,32.2
0:07:14.000,3.2694,18.92767,62.408985,2025/09/26 19:51:42,32.2
0:07:15.000,3.2695,18.972458,62.555397,2025/09/26 19:51:43,32.2
0:07:16.000,3.2692,19.016069,62.69796,2025/09/26 19:51:44,32.2
0:07:17.000,3.2695,19.059679,62.840523,2025/09/26 19:51:45,32.2
0:07:18.000,3.2693,19.103291,62.983089,2025/09/26 19:51:46,32.2
0:07:19.000,3.2695,19.146902,63.125652,2025/09/26 19:51:47,32.2
0:07:20.000,3.2693,19.190512,63.268215,2025/09/26 19:51:48,32.3
0:07:21.000,3.2693,19.234079,63.410637,2025/09/26 19:51:49,32.3
0:07:22.000,3.2694,19.277735,63.553345,2025/09/26 19:51:50,32.3
0:07:23.000,3.2694,19.321344,63.695908,2025/09/26 19:51:51,32.3
0:07:24.000,3.2693,19.364956,63.83847,2025/09/26 19:51:52,32.3
0:07:25.000,3.2693,19.408566,63.981033,2025/09/26 19:51:53,32.3
0:07:26.000,3.2692,19.452177,64.123596,2025/09/26 19:51:54,32.3
0:07:27.000,3.2693,19.495789,64.266159,2025/09/26 19:51:55,32.3
0:07:28.000,3.2693,19.539398,64.40873,2025/09/26 19:51:56,32.3
0:07:29.000,3.2692,19.582922,64.551003,2025/09/26 19:51:57,32.3
0:07:30.000,3.2692,19.626402,64.693138,2025/09/26 19:51:58,32.3
0:07:31.000,3.2691,19.670231,64.836418,2025/09/26 19:51:59,32.3
0:07:32.000,3.2692,19.713842,64.978981,2025/09/26 19:52:00,32.2
0:07:33.000,3.2693,19.757235,65.120834,2025/09/26 19:52:01,32.2
0:07:34.000,3.2692,19.801064,65.264107,2025/09/26 19:52:02,32.2
0:07:35.000,3.2693,19.844719,65.406815,2025/09/26 19:52:03,32.2
0:07:36.000,3.2692,19.888329,65.549377,2025/09/26 19:52:04,32.2
0:07:37.000,3.2692,19.931852,65.691658,2025/09/26 19:52:05,32.3
0:07:38.000,3.2692,19.975552,65.834503,2025/09/26 19:52:06,32.3
0:07:39.000,3.2692,20.019073,65.976776,2025/09/26 19:52:07,32.3
0:07:40.000,3.2693,20.062729,66.119484,2025/09/26 19:52:08,32.3
0:07:41.000,3.269,20.106297,66.261902,2025/09/26 19:52:09,32.2
0:07:42.000,3.269,20.149994,66.404747,2025/09/26 19:52:10,32.2
0:07:43.000,3.2692,20.193562,66.547165,2025/09/26 19:52:11,32.2
0:07:44.000,3.269,20.237129,66.689568,2025/09/26 19:52:12,32.2
0:07:45.000,3.269,20.280739,66.832115,2025/09/26 19:52:13,32.3
0:07:46.000,3.269,20.324394,66.974808,2025/09/26 19:52:14,32.3
0:07:47.000,3.269,20.368004,67.117363,2025/09/26 19:52:15,32.3
0:07:48.000,3.2691,20.411572,67.259773,2025/09/26 19:52:16,32.3
0:07:49.000,3.269,20.455139,67.402176,2025/09/26 19:52:17,32.3
0:07:50.000,3.269,20.498793,67.544868,2025/09/26 19:52:18,32.3
0:07:51.000,3.269,20.542404,67.687408,2025/09/26 19:52:19,32.3
0:07:52.000,3.2688,20.58606,67.830093,2025/09/26 19:52:20,32.3
0:07:53.000,3.2689,20.629669,67.972626,2025/09/26 19:52:21,32.3
0:07:54.000,3.269,20.673281,68.115158,2025/09/26 19:52:22,32.3
0:07:55.000,3.2688,20.716934,68.257835,2025/09/26 19:52:23,32.3
0:07:56.000,3.269,20.760502,68.400223,2025/09/26 19:52:24,32.3
0:07:57.000,3.269,20.804113,68.542763,2025/09/26 19:52:25,32.3
0:07:58.000,3.2688,20.847681,68.685158,2025/09/26 19:52:26,32.3
0:07:59.000,3.2691,20.891335,68.827835,2025/09/26 19:52:27,32.3
0:08:00.000,3.2689,20.934902,68.970222,2025/09/26 19:52:28,32.3
0:08:01.000,3.2688,20.978556,69.112892,2025/09/26 19:52:29,32.3
0:08:02.000,3.2688,21.022167,69.255417,2025/09/26 19:52:30,32.3
0:08:03.000,3.2688,21.065516,69.397079,2025/09/26 19:52:31,32.3
0:08:04.000,3.2689,21.109303,69.540169,2025/09/26 19:52:32,32.3
0:08:05.000,3.2687,21.153,69.682976,2025/09/26 19:52:33,32.3
0:08:06.000,3.2688,21.196611,69.8255,2025/09/26 19:52:34,32.3
0:08:07.000,3.2688,21.240177,69.96788,2025/09/26 19:52:35,32.3
0:08:08.000,3.2688,21.283833,70.110542,2025/09/26 19:52:36,32.3
0:08:09.000,3.2688,21.3274,70.252922,2025/09/26 19:52:37,32.3
0:08:10.000,3.2688,21.371054,70.395584,2025/09/26 19:52:38,32.3
0:08:11.000,3.2687,21.414709,70.538246,2025/09/26 19:52:39,32.3
0:08:12.000,3.2686,21.458231,70.680481,2025/09/26 19:52:40,32.3
0:08:13.000,3.2687,21.501842,70.822998,2025/09/26 19:52:41,32.3
0:08:14.000,3.2688,21.545454,70.965523,2025/09/26 19:52:42,32.3
0:08:15.000,3.2688,21.589064,71.10804,2025/09/26 19:52:43,32.3
0:08:16.000,3.2686,21.632719,71.250702,2025/09/26 19:52:44,32.3
0:08:17.000,3.2686,21.676331,71.393227,2025/09/26 19:52:45,32.3
0:08:18.000,3.2686,21.71994,71.535744,2025/09/26 19:52:46,32.3
0:08:19.000,3.2689,21.763552,71.678261,2025/09/26 19:52:47,32.3
0:08:20.000,3.2686,21.8069,71.819931,2025/09/26 19:52:48,32.3
0:08:21.000,3.2686,21.850773,71.963303,2025/09/26 19:52:49,32.3
0:08:22.000,3.2688,21.894384,72.105827,2025/09/26 19:52:50,32.3
0:08:23.000,3.2685,21.937298,72.246063,2025/09/26 19:52:51,32.3
0:08:24.000,3.2686,21.981606,72.390862,2025/09/26 19:52:52,32.3
0:08:25.000,3.2685,22.025217,72.533386,2025/09/26 19:52:53,32.3
0:08:26.000,3.2686,22.068827,72.675903,2025/09/26 19:52:54,32.3
0:08:27.000,3.2686,22.112438,72.818428,2025/09/26 19:52:55,32.3
0:08:28.000,3.2686,22.15605,72.960945,2025/09/26 19:52:56,32.3
0:08:29.000,3.2686,22.199659,73.103462,2025/09/26 19:52:57,32.3
0:08:30.000,3.2686,22.243227,73.245842,2025/09/26 19:52:58,32.3
0:08:31.000,3.2685,22.286924,73.388649,2025/09/26 19:52:59,32.3
0:08:32.000,3.2686,22.330492,73.531029,2025/09/26 19:53:00,32.3
0:08:33.000,3.2684,22.374104,73.673546,2025/09/26 19:53:01,32.3
0:08:34.000,3.2685,22.417671,73.815926,2025/09/26 19:53:02,32.3
0:08:35.000,3.2685,22.461281,73.958443,2025/09/26 19:53:03,32.3
0:08:36.000,3.2685,22.504892,74.100967,2025/09/26 19:53:04,32.3
0:08:37.000,3.2686,22.548546,74.243629,2025/09/26 19:53:05,32.3
0:08:38.000,3.2686,22.592113,74.386002,2025/09/26 19:53:06,32.3
0:08:39.000,3.2683,22.635769,74.528671,2025/09/26 19:53:07,32.3
0:08:40.000,3.2685,22.679598,74.671898,2025/09/26 19:53:08,32.3
0:08:41.000,3.2686,22.72299,74.813705,2025/09/26 19:53:09,32.3
0:08:42.000,3.2685,22.766558,74.956085,2025/09/26 19:53:10,32.3
0:08:43.000,3.2684,22.812218,75.105309,2025/09/26 19:53:11,32.3
0:08:44.000,3.2684,22.855566,75.246971,2025/09/26 19:53:12,32.3
0:08:45.000,3.2683,22.899221,75.389633,2025/09/26 19:53:13,32.3
0:08:46.000,3.2685,22.942745,75.531868,2025/09/26 19:53:14,32.3
0:08:47.000,3.2685,22.986399,75.67453,2025/09/26 19:53:15,32.3
0:08:48.000,3.2684,23.029966,75.81691,2025/09/26 19:53:16,32.3
0:08:49.000,3.2685,23.07362,75.959572,2025/09/26 19:53:17,32.3
0:08:50.000,3.2683,23.117231,76.102089,2025/09/26 19:53:18,32.3
0:08:51.000,3.2683,23.160843,76.244614,2025/09/26 19:53:19,32.3
0:08:52.000,3.2683,23.204496,76.387276,2025/09/26 19:53:20,32.3
0:08:53.000,3.2683,23.24802,76.52951,2025/09/26 19:53:21,32.3
0:08:54.000,3.2685,23.291719,76.672318,2025/09/26 19:53:22,32.3
0:08:55.000,3.2683,23.335285,76.81469,2025/09/26 19:53:23,32.3
0:08:56.000,3.2682,23.378897,76.957214,2025/09/26 19:53:24,32.3
0:08:57.000,3.2682,23.423248,77.102158,2025/09/26 19:53:25,32.3
0:08:58.000,3.2683,23.466555,77.243675,2025/09/26 19:53:26,32.3
0:08:59.000,3.2683,23.510166,77.3862,2025/09/26 19:53:27,32.3
0:09:00.000,3.2682,23.553732,77.528572,2025/09/26 19:53:28,32.3
0:09:01.000,3.2682,23.597343,77.671097,2025/09/26 19:53:29,32.3
0:09:02.000,3.2683,23.640955,77.813614,2025/09/26 19:53:30,32.3
0:09:03.000,3.2683,23.684608,77.956276,2025/09/26 19:53:31,32.3
0:09:04.000,3.2682,23.728264,78.098938,2025/09/26 19:53:32,32.3
0:09:05.000,3.2683,23.771744,78.241035,2025/09/26 19:53:33,32.3
0:09:06.000,3.2681,23.815441,78.383842,2025/09/26 19:53:34,32.3
0:09:07.000,3.2683,23.858965,78.52607,2025/09/26 19:53:35,32.3
0:09:08.000,3.2681,23.902662,78.668877,2025/09/26 19:53:36,32.3
0:09:09.000,3.2681,23.946274,78.811401,2025/09/26 19:53:37,32.3
0:09:10.000,3.2682,23.989841,78.953773,2025/09/26 19:53:38,32.3
0:09:11.000,3.2683,24.03463,79.100136,2025/09/26 19:53:39,32.3
0:09:12.000,3.2681,24.077978,79.241806,2025/09/26 19:53:40,32.3
0:09:13.000,3.2682,24.121546,79.384178,2025/09/26 19:53:41,32.3
0:09:14.000,3.268,24.162758,79.51886,2025/09/26 19:53:42,32.3
0:09:15.000,3.2682,24.208811,79.669357,2025/09/26 19:53:43,32.3
0:09:16.000,3.268,24.252378,79.811722,2025/09/26 19:53:44,32.3
0:09:17.000,3.268,24.295858,79.953819,2025/09/26 19:53:45,32.3
0:09:18.000,3.2681,24.339643,80.096901,2025/09/26 19:53:46,32.3
0:09:19.000,3.2682,24.383167,80.239136,2025/09/26 19:53:47,32.3
0:09:20.000,3.2681,24.426865,80.381943,2025/09/26 19:53:48,32.3
0:09:21.000,3.2683,24.470476,80.524452,2025/09/26 19:53:49,32.3
0:09:22.000,3.2678,24.51339,80.664688,2025/09/26 19:53:50,32.3
0:09:23.000,3.2682,24.557697,80.809471,2025/09/26 19:53:51,32.3
0:09:24.000,3.2679,24.601309,80.951981,2025/09/26 19:53:52,32.3
0:09:25.000,3.2681,24.644657,81.093636,2025/09/26 19:53:53,32.3
0:09:26.000,3.2679,24.688486,81.236855,2025/09/26 19:53:54,32.3
0:09:27.000,3.2679,24.732141,81.379509,2025/09/26 19:53:55,32.3
0:09:28.000,3.2679,24.775534,81.521301,2025/09/26 19:53:56,32.3
0:09:29.000,3.2682,24.819363,81.66452,2025/09/26 19:53:57,32.3
0:09:30.000,3.2679,24.862974,81.80703,2025/09/26 19:53:58,32.3
0:09:31.000,3.2681,24.906584,81.949532,2025/09/26 19:53:59,32.3
0:09:32.000,3.2678,24.950195,82.092018,2025/09/26 19:54:00,32.3
0:09:33.000,3.2681,24.993805,82.234512,2025/09/26 19:54:01,32.3
0:09:34.000,3.2679,25.037111,82.376022,2025/09/26 19:54:02,32.3
0:09:35.000,3.2678,25.081028,82.519508,2025/09/26 19:54:03,32.3
0:09:36.000,3.2679,25.124638,82.661995,2025/09/26 19:54:04,32.3
0:09:37.000,3.2679,25.168249,82.804482,2025/09/26 19:54:05,32.3
0:09:38.000,3.2679,25.211861,82.946968,2025/09/26 19:54:06,32.3
0:09:39.000,3.2681,25.25547,83.089455,2025/09/26 19:54:07,32.3
0:09:40.000,3.2678,25.299038,83.231796,2025/09/26 19:54:08,32.3
0:09:41.000,3.2679,25.342693,83.37442,2025/09/26 19:54:09,32.3
0:09:42.000,3.268,25.386913,83.518898,2025/09/26 19:54:10,32.3
0:09:43.000,3.2678,25.430349,83.660805,2025/09/26 19:54:11,32.3
0:09:44.000,3.2679,25.473917,83.803146,2025/09/26 19:54:12,32.3
0:09:45.000,3.2679,25.517353,83.945053,2025/09/26 19:54:13,32.3
0:09:46.000,3.2678,25.56114,84.088104,2025/09/26 19:54:14,32.3
0:09:47.000,3.2678,25.604794,84.230721,2025/09/26 19:54:15,32.3
0:09:48.000,3.2679,25.648405,84.373199,2025/09/26 19:54:16,32.3
0:09:49.000,3.2678,25.692015,84.515678,2025/09/26 19:54:17,32.3
0:09:50.000,3.2678,25.735626,84.658157,2025/09/26 19:54:18,32.3
0:09:51.000,3.2677,25.779238,84.800636,2025/09/26 19:54:19,32.3
0:09:52.000,3.2678,25.822847,84.943115,2025/09/26 19:54:20,32.3
0:09:53.000,3.2677,25.865761,85.083313,2025/09/26 19:54:21,32.3
0:09:54.000,3.2676,25.910069,85.228065,2025/09/26 19:54:22,32.3
0:09:55.000,3.2678,25.953636,85.370399,2025/09/26 19:54:23,32.4
0:09:56.000,3.2676,25.996637,85.51088,2025/09/26 19:54:24,32.4
0:09:57.000,3.2678,26.040901,85.655495,2025/09/26 19:54:25,32.4
0:09:58.000,3.2676,26.084513,85.797974,2025/09/26 19:54:26,32.4
0:09:59.000,3.2676,26.128124,85.940445,2025/09/26 19:54:27,32.4
0:10:00.000,3.2678,26.17169,86.082787,2025/09/26 19:54:28,32.4
0:10:01.000,3.2676,26.215345,86.225403,2025/09/26 19:54:29,32.4
0:10:02.000,3.2678,26.258957,86.367882,2025/09/26 19:54:30,32.4
0:10:03.000,3.2677,26.302567,86.510353,2025/09/26 19:54:31,32.4
0:10:04.000,3.2676,26.346134,86.652687,2025/09/26 19:54:32,32.4
0:10:05.000,3.2675,26.389746,86.795166,2025/09/26 19:54:33,32.4
0:10:06.000,3.2675,26.433399,86.937782,2025/09/26 19:54:34,32.4
0:10:07.000,3.2677,26.476923,87.079979,2025/09/26 19:54:35,32.4
0:10:08.000,3.2677,26.52062,87.22274,2025/09/26 19:54:36,32.4
0:10:09.000,3.2676,26.564188,87.365074,2025/09/26 19:54:37,32.4
0:10:10.000,3.2676,26.607843,87.50769,2025/09/26 19:54:38,32.4
0:10:11.000,3.2676,26.651453,87.650169,2025/09/26 19:54:39,32.4
0:10:12.000,3.2677,26.695065,87.792641,2025/09/26 19:54:40,32.4
0:10:13.000,3.2676,26.738676,87.93512,2025/09/26 19:54:41,32.4
0:10:14.000,3.2676,26.782198,88.077316,2025/09/26 19:54:42,32.4
0:10:15.000,3.2676,26.825199,88.217796,2025/09/26 19:54:43,32.4
0:10:16.000,3.2676,26.869507,88.362549,2025/09/26 19:54:44,32.4
0:10:17.000,3.2674,26.913074,88.504883,2025/09/26 19:54:45,32.4
0:10:18.000,3.2674,26.956774,88.647644,2025/09/26 19:54:46,32.4
0:10:19.000,3.2676,27.00034,88.789978,2025/09/26 19:54:47,32.4
0:10:20.000,3.2675,27.043907,88.932312,2025/09/26 19:54:48,32.4
0:10:21.000,3.2675,27.087563,89.074936,2025/09/26 19:54:49,32.4
0:10:22.000,3.2675,27.131172,89.217407,2025/09/26 19:54:50,32.4
0:10:23.000,3.2676,27.174784,89.359886,2025/09/26 19:54:51,32.4
0:10:24.000,3.2674,27.218351,89.50222,2025/09/26 19:54:52,32.4
0:10:25.000,3.2675,27.262005,89.644836,2025/09/26 19:54:53,32.4
0:10:26.000,3.2675,27.305573,89.787178,2025/09/26 19:54:54,32.4
0:10:27.000,3.2674,27.349184,89.929649,2025/09/26 19:54:55,32.4
0:10:28.000,3.2672,27.39275,90.071983,2025/09/26 19:54:56,32.4
0:10:29.000,3.2675,27.436405,90.214607,2025/09/26 19:54:57,32.4
0:10:30.000,3.2674,27.479841,90.356514,2025/09/26 19:54:58,32.4
0:10:31.000,3.2674,27.523626,90.499557,2025/09/26 19:54:59,32.4
0:10:32.000,3.2674,27.567282,90.642174,2025/09/26 19:55:00,32.4
0:10:33.000,3.2674,27.610891,90.784653,2025/09/26 19:55:01,32.4
0:10:34.000,3.2673,27.654459,90.926987,2025/09/26 19:55:02,32.4
0:10:35.000,3.2673,27.698114,91.069603,2025/09/26 19:55:03,32.4
0:10:36.000,3.2672,27.741724,91.212082,2025/09/26 19:55:04,32.4
0:10:37.000,3.2674,27.785336,91.354561,2025/09/26 19:55:05,32.4
0:10:38.000,3.2674,27.828903,91.496895,2025/09/26 19:55:06,32.4
0:10:39.000,3.2672,27.872557,91.639511,2025/09/26 19:55:07,32.4
0:10:40.000,3.2673,27.916168,91.78199,2025/09/26 19:55:08,32.4
0:10:41.000,3.2672,27.959736,91.924324,2025/09/26 19:55:09,32.4
0:10:42.000,3.2674,28.003345,92.066803,2025/09/26 19:55:10,32.4
0:10:43.000,3.2673,28.046957,92.209274,2025/09/26 19:55:11,32.4
0:10:44.000,3.2673,28.090611,92.351898,2025/09/26 19:55:12,32.4
0:10:45.000,3.2672,28.134222,92.49437,2025/09/26 19:55:13,32.4
0:10:46.000,3.2672,28.177834,92.636848,2025/09/26 19:55:14,32.4
0:10:47.000,3.2672,28.222185,92.781746,2025/09/26 19:55:15,32.4
0:10:48.000,3.2673,28.26549,92.923225,2025/09/26 19:55:16,32.4
0:10:49.000,3.2673,28.308971,93.065277,2025/09/26 19:55:17,32.4
0:10:50.000,3.2672,28.352713,93.208183,2025/09/26 19:55:18,32.4
0:10:51.000,3.2672,28.396366,93.3508,2025/09/26 19:55:19,32.4
0:10:52.000,3.2672,28.439934,93.493134,2025/09/26 19:55:20,32.4
0:10:53.000,3.2672,28.483545,93.635605,2025/09/26 19:55:21,32.4
0:10:54.000,3.2672,28.527155,93.778084,2025/09/26 19:55:22,32.4
0:10:55.000,3.2672,28.570723,93.920418,2025/09/26 19:55:23,32.4
0:10:56.000,3.2672,28.614334,94.062897,2025/09/26 19:55:24,32.4
0:10:57.000,3.2671,28.657988,94.205513,2025/09/26 19:55:25,32.4
0:10:58.000,3.2672,28.701599,94.347992,2025/09/26 19:55:26,32.4
0:10:59.000,3.2672,28.745167,94.490326,2025/09/26 19:55:27,32.4
0:11:00.000,3.2671,28.78882,94.632942,2025/09/26 19:55:28,32.4
0:11:01.000,3.2673,28.832432,94.775414,2025/09/26 19:55:29,32.4
0:11:02.000,3.2672,28.876041,94.917892,2025/09/26 19:55:30,32.4
0:11:03.000,3.2671,28.919653,95.060371,2025/09/26 19:55:31,32.4
0:11:04.000,3.2671,28.963264,95.202835,2025/09/26 19:55:32,32.4
0:11:05.000,3.2669,29.00683,95.345169,2025/09/26 19:55:33,32.4
0:11:06.000,3.2671,29.050486,95.487778,2025/09/26 19:55:34,32.4
0:11:07.000,3.2671,29.094097,95.630257,2025/09/26 19:55:35,32.4
0:11:08.000,3.267,29.137707,95.772728,2025/09/26 19:55:36,32.4
0:11:09.000,3.2671,29.181318,95.915184,2025/09/26 19:55:37,32.4
0:11:10.000,3.2671,29.224972,96.057793,2025/09/26 19:55:38,32.4
0:11:11.000,3.2671,29.268452,96.199837,2025/09/26 19:55:39,32.4
0:11:12.000,3.2671,29.312151,96.34259,2025/09/26 19:55:40,32.4
0:11:13.000,3.2671,29.355848,96.485336,2025/09/26 19:55:41,32.4
0:11:14.000,3.2672,29.399416,96.627663,2025/09/26 19:55:42,32.4
0:11:15.000,3.2671,29.44294,96.769844,2025/09/26 19:55:43,32.4
0:11:16.000,3.267,29.486593,96.912445,2025/09/26 19:55:44,32.4
0:11:17.000,3.2672,29.530205,97.054901,2025/09/26 19:55:45,32.4
0:11:18.000,3.2669,29.573816,97.197334,2025/09/26 19:55:46,32.4
0:11:19.000,3.2671,29.617426,97.33979,2025/09/26 19:55:47,32.4
0:11:20.000,3.2671,29.661037,97.482231,2025/09/26 19:55:48,32.4
0:11:21.000,3.2669,29.704647,97.624672,2025/09/26 19:55:49,32.4
0:11:22.000,3.2671,29.748259,97.767113,2025/09/26 19:55:50,32.4
0:11:23.000,3.2671,29.791782,97.909279,2025/09/26 19:55:51,32.4
0:11:24.000,3.2669,29.83548,98.05201,2025/09/26 19:55:52,32.4
0:11:25.000,3.2671,29.879091,98.19445,2025/09/26 19:55:53,32.4
0:11:26.000,3.2669,29.922703,98.336899,2025/09/26 19:55:54,32.4
0:11:27.000,3.2669,29.966312,98.47934,2025/09/26 19:55:55,32.4
0:11:28.000,3.2671,30.009924,98.621773,2025/09/26 19:55:56,32.4
0:11:29.000,3.2669,30.053492,98.764069,2025/09/26 19:55:57,32.4
0:11:30.000,3.2668,30.097189,98.906784,2025/09/26 19:55:58,32.4
0:11:31.000,3.2669,30.140757,99.04908,2025/09/26 19:55:59,32.4
0:11:32.000,3.2668,30.184366,99.191513,2025/09/26 19:56:00,32.4
0:11:33.000,3.2668,30.227978,99.333946,2025/09/26 19:56:01,32.4
0:11:34.000,3.2667,30.271502,99.476097,2025/09/26 19:56:02,32.4
0:11:35.000,3.2668,30.315199,99.61882,2025/09/26 19:56:03,32.4
0:11:36.000,3.2669,30.358767,99.761108,2025/09/26 19:56:04,32.4
0:11:37.000,3.2668,30.402203,99.902969,2025/09/26 19:56:05,32.4
